全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
202053,BB2020530162,長野県飯田市,畦地１号古墳,アゼチ１ゴウコフン,,,市指定史跡,,,202053,43000,長野県飯田市座光寺3296-4,長野県,飯田市,座光寺,3296-4,,35.538037,137.862453,,,,,,,,3950001,1,基,,個人,2008-11-18,,,,,,,南北方向19.8m・高さ5.5 mの円墳で、6世紀前半の築造。横穴式石室や出土遺物から朝鮮半島からの影響が考えられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530163,長野県飯田市,羽場の大柊,ハバノオオヒイラギ,,,市指定天然記念物,,,202053,97003,長野県飯田市羽場町三丁目18-6,長野県,飯田市,羽場町３丁目,18-6,,35.516768,137.803789,,,,,,,,3950063,1,本,,,1968-11-19,,,,,,,モクセイ科の常緑広葉樹で、本件は胸高周囲3.4m、中央自動車道建設に伴い昭和45年4月10日に現在の位置に移植された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530164,長野県飯田市,龍江大屋敷のイワテヤマナシ,タツエオオヤシキノイワテヤマナシ,,,市指定天然記念物,,,202053,63000,長野県飯田市龍江9637-1,長野県,飯田市,龍江,9637-1,,35.43853,137.859569,,,,,,,,3992221,1,本,,,1971-03-15,,,,,,,東北地方原産の北方種で、南限として貴重なものである。胸高周囲2.6m、樹高15mにおよぶ。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530165,長野県飯田市,正永寺原の公孫樹,ショウエイジバラノイチョウ,,,市指定天然記念物,,,202053,53002,長野県飯田市正永町二丁目1499-3,長野県,飯田市,正永町２丁目,1499-3,,35.526353,137.798764,,,,,,,,3950061,1,本,,個人,1972-05-11,,,,,,,中国が原産で、薬用として伝来したとされる。本件は胸高周囲5.8m、樹高40mので、かつての正永寺境内にある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530166,長野県飯田市,愛宕神社の清秀桜,アタゴジンジャノセイシュウザクラ,,,市指定天然記念物,,愛宕神社,202053,3000,長野県飯田市愛宕町2781,長野県,飯田市,愛宕町,2781,,35.512676,137.823104,,,,,,,,3950036,1,本,,愛宕稲荷神社,1973-12-25,,,,,,,清秀法印が仁治年間（鎌倉時代）に手植したとされる。胸高周囲6m、樹高約10 mの紅彼岸桜で、当地方で最古と考えられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530167,長野県飯田市,鳥屋同志のカヤの木　　,トリヤドウシノカヤノキ　　,,,市指定天然記念物,,旭ケ丘中学校,202053,13000,長野県飯田市大瀬木3530,長野県,飯田市,大瀬木,3530,,35.490466,137.780369,,,,,,,,3950157,1,本,2000020202053 ,飯田市,1985-06-20,,,,,,,イチイ科の常緑針葉樹で、種子は食用になる。本件は旭ヶ丘中学校敷地内にあり、胸高周囲4.0m、樹高20mの巨木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530168,長野県飯田市,鼎一色の大杉,カナエイッシキノオオスギ,,,市指定天然記念物,,一色諏訪神社,202053,17000,長野県飯田市鼎一色15,長野県,飯田市,鼎一色,15,,35.504524,137.810849,,,,,,,,3950805,1,本,,一色諏訪神社,1985-06-20,,,,,,,スギ科の日本固有種で、本件は一色神社の社叢中にあり、胸高周囲約4.9m、樹高40mの大木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530169,長野県飯田市,遠山土佐守一族墓碑裏方杉の木,トオヤマトサノカミイチゾクボヒウラカタスギノキ,,,市指定天然記念物,,龍淵寺,202053,124000,長野県飯田市南信濃和田1198,長野県,飯田市,南信濃和田,1198,,35.321329,137.935293,,,,,,,,3991311,4,本,,,1988-06-01,,,,,,,龍淵寺境内にある遠山一族の墓所裏手にある杉の老木である。4本の巨木が並んでそびえている。樹高約50ｍ。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530170,長野県飯田市,阿弥陀寺のシダレザクラ　　　,アミダジノシダレザクラ　　　,,,市指定天然記念物,,阿弥陀寺,202053,118002,長野県飯田市丸山町二丁目6728,長野県,飯田市,丸山町２丁目,6728,,35.522978,137.808384,,,,,,,,3950077,1,本,,阿弥陀寺,1990-01-17,,,,,,,枝垂れ桜は、枝が柔らかく垂れるサクラの総称。本件は千体仏観音堂前面にあり、胸高周囲4.2m、樹高15.0mで、樹勢･樹形とも良好な古木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530171,長野県飯田市,千代のアベマキ,チヨノアベマキ,,,市指定天然記念物,,,202053,71000,長野県飯田市千代1252-2,長野県,飯田市,千代,1252-2,,35.422318,137.875868,,,,,,,,3992222,1,本,,個人,1991-03-15,,,,,,,ブナ科のクヌギに似た落葉広葉樹で、本件は胸高周囲3.9m、樹高約16.0mで、本樹種としては巨木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530172,長野県飯田市,嵯峨坂ざぜん草自生地,サガサカザゼンソウジセイチ,,,市指定天然記念物,,,202053,,長野県飯田市下久堅 嵯峨坂,長野県,飯田市,下久堅 嵯峨坂,,,35.471363,137.87633,,,,,,,,,1,地域,,個人,1995-10-18,,,,,,,サトイモ科の多年草で、湿地を好み早春に花をつける。本件は市内最大の自生地で、500株余りが自生する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530173,長野県飯田市,万古の栃の木,マンゴノトチノキ,,,市指定天然記念物,,,202053,,長野県飯田市千代法全寺万古,長野県,飯田市,千代法全寺万古,,,35.366299,137.909821,,,,,,,,,1,本,,千代財産区,1996-10-29,,,,,,,トチノキ科の落葉高木で、樹高25m、胸高周囲8.7mで、栃の木としては当地方屈指の巨木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530174,長野県飯田市,水佐代獅子塚のエドヒガン　　,ミサジロシシヅカノエドヒガン　　,,,市指定天然記念物,,,202053,115000,長野県飯田市松尾水城3457,長野県,飯田市,松尾水城,3457,,35.49996,137.846866,,,,,,,,3950826,1,本,,飯田市松尾水城区,2000-11-22,,,,,,,胸高周囲5.0m、樹高約17mで、市史跡水佐代獅子塚古墳墳丘上にあり、おたちふの桜とも呼ばれる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530175,長野県飯田市,黄梅院の紅しだれ桜　　,オウバイインノベニシダレザクラ　　,,,市指定天然記念物,,黄梅院,202053,9003,長野県飯田市江戸町三丁目251,長野県,飯田市,江戸町３丁目,251,,35.516869,137.832168,,,,,,,,3950015,1,本,,黄梅院,2000-11-22,,,,,,,胸高周囲5.5m、樹高約18mで、紅色の濃い花に特徴がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530176,長野県飯田市,毛賀くよとのシダレザクラ　　,ケガクヨトノシダレザクラ　　,,,市指定天然記念物,,,202053,40000,長野県飯田市毛賀685,長野県,飯田市,毛賀,685,,35.489158,137.834566,,,,,,,,3950813,1,本,,毛賀諏訪神社,2000-11-22,,,,,,,胸高周囲3.8m、樹高約15mで、その名称は供養塔からの転訛と考えられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530177,長野県飯田市,浅間塚の一本杉　　,センゲンヅカノイッポンスギ　　,,,市指定天然記念物,,,202053,30000,長野県飯田市上郷黒田4233,長野県,飯田市,上郷黒田,4233,,35.542708,137.832165,,,,,,,,3950004,1,本,,,2002-07-12,,,,,,,胸高周囲4.2m、樹高約22mで、表日本型の杉樹形を顕著に示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530178,長野県飯田市,立石寺前のシダレザクラ,リッシャクジマエノシダレザクラ,,,市指定天然記念物,,,202053,64000,長野県飯田市立石97-5,長野県,飯田市,立石,97-5,,35.431299,137.784896,,,,,,,,3992433,1,本,,個人,2003-12-25,,,,,,,胸高周囲3.5ｍ、樹高8ｍの老木ではあるが、春先には美しい花をつける。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530179,長野県飯田市,風折のエノキ,カザオレノエノキ,,,市指定天然記念物,,,202053,,長野県飯田市上村 風折,長野県,飯田市,上村 風折,,,35.394303,137.976917,,,,,,,,,1,本,,個人,2008-03-25,,,,,,,ニレ科の落葉高木で、胸高周囲5.6ｍと市内では巨樹であり、岩上に生えているため根が板状に発達している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530180,長野県飯田市,丸山の早生赤梨,マルヤマノワセアカナシ,,,市指定天然記念物,,,202053,60000,長野県飯田市滝の沢6994,長野県,飯田市,滝の沢,6994,,35.527658,137.80842,,,,,,,,3950048,3,本,,個人,2009-03-23,,,,,,,推定樹齢約120年で、梨の栽培樹としては伊那谷で最も古く、飯田下伊那の梨栽培の原点となった梨の木である。2017年3月10日に追加指定あり。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530181,長野県飯田市,麻績の里舞台桜,オミノサトブタイザクラ,,,市指定天然記念物,,,202053,43000,長野県飯田市座光寺2535,長野県,飯田市,座光寺,2535,,35.533202,137.854028,,,,,,,,3950001,1,本,2000020202053 ,飯田市,2011-03-22,,,,,,,樹高12ｍ、幹周4ｍのエドヒガンの枝変りの枝垂桜で、花弁数が不安定で5から10枚の変異がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530182,長野県飯田市,風越山山頂のブナ林・ミズナラ・イワウチワ等の自生地及び花崗岩露頭,カザコシヤマサンチョウノブナリン・ミズナラ・イワウチワトウノジセイチオヨビカコウガンロトウ,,,市指定天然記念物,,風越山山頂,202053,,長野県飯田市風越山山頂,長野県,飯田市,風越山山頂,,,,,,,,,,,,,1,地域,,白山社・丸山享保会生産森林組合,2003-12-25,,,,,,,風越山頂に残るブナ林とミズナラの混生林で、植林が進み市内でもブナ林は少ない他、イワウチワ等希少種の自生地であり、また花崗岩の巨石が造る風穴がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530183,長野県飯田市,ギフチョウ【卵､幼虫､さなぎ､成虫】,ギフチョウ【タマゴ､ヨウチュウ､サナギ､セイチュウ】,,,市指定天然記念物,,,202053,,長野県飯田市,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1989-01-31,,,,,,,アゲハチョウ科の日本固有種で、桜の咲く頃に出現する。幼虫はヒメカンアオイ・ウスバサイシンを食す。市内生息のギフチョウは翅紋の黒帯が広いという形態的な特徴がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530184,長野県飯田市,中央構造線程野露頭,チュウオウコウゾウセンホドノロトウ,,,市指定天然記念物,,,202053,34000,長野県飯田市上村16-47,長野県,飯田市,上村,16-47,,35.442664,137.996264,,,,,,,,3991403,1,区域,,個人,2018-12-14,,,,,,,中央構造線の露頭で、水平・垂直方向の断層のずれを確認することができる。破砕帯の状況は活断層であることを示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530185,長野県飯田市,中郷流宮岩,ナカゴウナガレミヤノイワ,,,市指定天然記念物,,,202053,34000,長野県飯田市上村413-3,長野県,飯田市,上村,413-3,,35.407212,137.974267,,,,,,,,3991403,1,個,,個人,2018-12-14,,,,,,,御池山付近から崩落してきた巨大な岩塊で、褶曲構造をはっきりと確認することができる。2億年以上前に遠洋で堆積した地層が、3000ｍ級の赤石山脈に成長する過程を観察することができる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530186,長野県飯田市,立石寺立石柿絵馬,リッシャクジタテイシガキエマ,,,市指定民俗文化財,,立石寺,202053,64000,長野県飯田市立石140,長野県,飯田市,立石,140,,35.432062,137.784363,,,,,,,,3992433,2,点,,立石寺,2022-12-14,,,,,,,現在も地域の特産品である干柿や果樹栽培の源流や、天竜川を利用した物資輸送の様子や周辺の地勢の様子が描きだされている貴重な絵画史料である。立石寺所蔵。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
